"time (m)",V,Ah
132.59,39.45,2.7095426501035136
132.9,39.44,2.7158710144927474
133.11,39.45,2.720159057971008
133.42,39.44,2.7264874223602416
133.44,39.45,2.7268958074534093
133.61,39.45,2.730367080745335
133.91,39.44,2.7364913043478194
133.93,39.45,2.736899689440987
134.23,39.44,2.7430239130434715
134.51,39.45,2.7487413043478193
134.81,39.44,2.754865527950304
135.12,39.44,2.761193892339538
135.42,39.44,2.767318115942022
135.73,39.44,2.773646480331256
136.04,39.44,2.7799748447204897
136.34,39.44,2.7860990683229745
136.65,39.44,2.7924274327122083
136.95,39.44,2.7985516563146926
137.26,39.44,2.8048800207039264
137.47,39.45,2.8091680641821872
137.77,39.44,2.815292287784672
138.08,39.44,2.821620652173906
138.39,39.44,2.827949016563139
138.7,39.44,2.834277380952373
139.01,39.44,2.8406057453416067
139.32,39.44,2.8469341097308405
139.63,39.44,2.8532624741200743
139.94,39.44,2.859590838509308
140.25,39.44,2.865919202898542
140.56,39.44,2.8722475672877756
140.87,39.44,2.8785759316770094
141.17,39.44,2.8847001552794937
141.48,39.44,2.8910285196687275
141.78,39.44,2.8971527432712123
142.1,39.44,2.9036852484471956
142.4,39.44,2.9098094720496803
142.71,39.44,2.916137836438914
143.02,39.44,2.922466200828148
143.33,39.44,2.9287945652173817
143.63,39.44,2.934918788819866
143.94,39.44,2.9412471532091
144.24,39.44,2.9473713768115846
144.55,39.44,2.9536997412008184
144.7,39.43,2.9567610766045447
145,39.44,2.9628853002070294
145.22,39.43,2.9673752587991618
145.53,39.44,2.9737036231883955
145.84,39.44,2.9800319875776293
146.15,39.44,2.986360351966863
146.45,39.44,2.9924845755693474
146.76,39.44,2.9988129399585812
147.07,39.44,3.005141304347815
147.38,39.44,3.011469668737049
147.64,39.43,3.0167759834368417
147.78,39.43,3.0196332298136537
148.08,39.44,3.0257574534161384
148.4,39.44,3.0322899585921217
148.7,39.44,3.038414182194606
149.02,39.44,3.0449466873705897
149.32,39.44,3.051070910973074
149.63,39.44,3.057399275362308
149.68,39.43,3.0584197204968837
149.98,39.44,3.064543944099368
150.29,39.44,3.070872308488602
150.6,39.44,3.0772006728778356
150.9,39.44,3.0833248964803204
151.02,39.43,3.085773964803302
151.33,39.44,3.0921023291925356
151.64,39.44,3.098430693581769
151.95,39.44,3.1047590579710027
152.11,39.43,3.108024482401645
152.42,39.44,3.1143528467908785
152.49,39.43,3.115781469979285
152.73,39.43,3.1206796066252473
153.04,39.44,3.127007971014481
153.35,39.44,3.133336335403715
153.44,39.43,3.135173136645951
153.6,39.43,3.1384385610765926
153.81,39.43,3.14272443064181
154.12,39.44,3.149052795031044
154.42,39.44,3.155177018633528
154.73,39.44,3.161505383022762
154.92,39.43,3.165383074534149
155.21,39.43,3.1713016563146876
155.42,39.43,3.1755875258799047
155.54,39.43,3.178036594202886
155.85,39.44,3.18436495859212
156.08,39.43,3.189059006211168
156.34,39.43,3.194365320910961
156.6,39.43,3.1996716356107537
156.87,39.43,3.205182039337462
157.17,39.43,3.211304710144915
157.24,39.44,3.2127336956521617
157.55,39.44,3.2190620600413955
157.82,39.43,3.2245724637681032
158.13,39.44,3.230900828157337
158.15,39.43,3.2313090062111676
158.37,39.44,3.235800103519656
158.67,39.44,3.2419243271221405
158.78,39.43,3.244169306418207
158.98,39.44,3.2482521221531964
159.29,39.43,3.2545788819875647
159.59,39.43,3.2607015527950183
159.89,39.43,3.2668242236024714
160.2,39.43,3.2731509834368397
160.32,39.43,3.275600051759821
160.62,39.44,3.281724275362306
160.69,39.43,3.2831528985507115
160.91,39.44,3.2876439958592
161.22,39.44,3.293972360248434
161.52,39.44,3.3000965838509186
161.83,39.44,3.3064249482401524
162.14,39.43,3.3127517080745204
162.16,39.44,3.3131599896480197
162.44,39.43,3.3188744824016427
162.57,39.44,3.3215283126293857
162.83,39.44,3.3268359730848727
163.14,39.43,3.3331627329192406
163.44,39.43,3.339285403726694
163.47,39.44,3.3398978260869425
163.74,39.44,3.345409627329179
164.02,39.44,3.3511255693581643
164.33,39.43,3.3574523291925327
164.64,39.43,3.3637790890269006
164.77,39.44,3.3664329192546445
164.95,39.44,3.370107453416135
165.07,39.44,3.372557142857129
165.38,39.43,3.378883902691497
165.4,39.44,3.3792921842649966
165.55,39.44,3.382354296066239
165.67,39.44,3.384803985507232
165.97,39.43,3.3909266563146856
166.28,39.43,3.397253416149054
166.59,39.43,3.4035801759834223
166.69,39.44,3.405621583850917
167,39.43,3.4119483436852853
167.3,39.43,3.418071014492739
167.61,39.43,3.4243977743271072
167.66,39.44,3.425418478260854
167.96,39.43,3.4315411490683077
168.27,39.43,3.437867908902676
168.36,39.44,3.4397051759834216
168.66,39.43,3.4458278467908747
168.97,39.43,3.452154606625243
169.27,39.43,3.4582772774326966
169.38,39.44,3.4605228260869407
169.67,39.43,3.466441407867479
169.88,39.44,3.470728364389218
170.18,39.43,3.4768510351966717
170.5,39.43,3.4833818840579553
170.74,39.44,3.488281262939943
171.04,39.43,3.494403933747396
171.35,39.43,3.5007306935817644
171.66,39.43,3.5070574534161327
171.96,39.43,3.5131801242235863
172.27,39.43,3.5195068840579546
172.41,39.42,3.5223634057970847
172.56,39.42,3.525423964803296
172.87,39.43,3.5317507246376643
173.17,39.43,3.5378733954451174
173.22,39.42,3.5388935817805214
173.38,39.42,3.542158178053813
173.69,39.43,3.5484849378881815
173.74,39.42,3.5495051242235856
